0,55.0033
1,39.5396
2,40.3924
3,40.2027
4,39.7978
5,42.8355
6,35.7225
7,38.3589
8,42.0501
9,39.1292
10,36.407
11,41.9943
12,37.9689
13,38.8732
14,38.9215
15,38.1377
16,35.9083
17,35.2258
18,37.1728
19,31.9872
20,36.3709
21,34.6506
22,34.0887
23,33.0996
24,31.6163
25,29.7278
26,33.9029
27,32.7472
28,36.2543
29,28.7559
30,32.4606
31,35.85
32,31.9456
33,30.7149
34,31.7759
35,30.9524
36,35.2068
37,31.1322
38,32.1924
39,30.9524
40,29.3357
41,33.2623
42,30.7743
43,32.9702
44,30.2051
45,31.3824
46,31.0769
47,30.4445
48,31.701
49,29.7678
50,29.1174
51,30.8216
52,29.2834
53,32.111
54,33.637
55,31.2717
56,32.4638
57,30.093
58,32.6272
59,26.4815
60,28.7317
61,29.0476
62,24.4573
63,26.4324
64,26.0104
65,24.4653
66,26.0472
67,26.6198
68,26.1556
69,28.0013
70,23.3996
71,24.5286
72,24.1187
73,23.9381
74,23.951
75,22.1787
76,22.995
77,25.8059
78,25.2944
79,21.0175
80,23.8504
81,23.4506
82,26.5771
83,20.3886
84,24.0651
85,22.7017
86,24.2112
87,23.82
88,22.9136
89,20.7716
90,23.8102
91,23.6371
92,27.0959
93,21.5885
94,23.227
95,23.2901
96,23.3654
97,23.6395
98,24.1654
99,22.8673
100,25.7415
101,24.6229
102,24.6577
103,22.8985
104,24.5949
105,22.474
106,20.3771
107,22.7709
108,21.5064
109,23.8803
110,23.3234
111,24.7869
112,22.7264
113,25.1824
114,23.4856
115,23.7534
116,25.0039
117,21.9852
118,24.7167
119,25.6855
120,25.1189
121,22.8863
122,26.5917
123,22.2701
124,20.8481
125,22.1319
126,20.1978
127,24.0477
128,21.6053
129,22.4014
130,23.5879
131,26.605
132,21.6077
133,22.6399
134,23.7196
135,24.1697
136,22.7616
137,22.4105
138,21.8536
139,23.7887
140,23.0521
141,23.8688
142,22.3956
143,20.9705
144,23.6484
145,24.1465
146,24.4114
147,22.0009
148,23.164
149,21.9164
150,21.9069
151,23.1765
152,23.726
153,24.4274
154,22.9476
155,24.2905
156,21.2404
157,21.7406
158,21.5314
159,24.4279
160,22.7291
161,23.8066
162,23.1923
163,22.8174
164,21.639
165,26.5849
166,23.9436
167,21.1876
168,23.847
169,22.1544
170,24.5051
171,20.1245
172,25.0032
173,23.9739
174,21.2031
175,25.4008
176,21.461
177,22.7592
178,22.2947
179,23.5819
180,21.7469
181,23.3089
182,21.7855
183,22.9851
184,22.9165
185,23.9559
186,20.1667
187,24.6202
188,22.3034
189,23.8758
190,23.4334
191,22.4137
192,20.287
193,20.9693
194,22.7425
195,21.0464
196,24.7071
197,23.1311
198,22.6247
199,22.8011
200,20.7496
201,26.4458
202,26.118
203,20.6703
204,21.5075
205,21.5739
206,24.0053
207,23.043
208,25.1053
209,21.9431
210,22.226
211,20.0748
212,22.9083
213,25.5358
214,20.5567
215,20.9092
216,25.5543
217,21.7223
218,23.8942
219,22.6957
220,22.5512
221,21.7223
222,22.4983
223,21.3442
224,21.7706
225,21.6807
226,22.2248
227,21.5824
228,23.9332
229,25.0119
230,22.7357
231,21.4743
232,23.3728
233,22.8524
234,19.7268
235,23.3036
236,21.6804
237,23.0566
238,23.43
239,20.7436
240,21.5234
241,23.3946
242,22.4803
243,23.7211
244,21.3363
245,21.9129
246,22.2513
247,24.2343
248,23.4813
249,25.4308
250,24.5212
251,23.392
252,21.5993
253,21.8224
254,21.2952
255,27.5256
256,25.5495
257,22.1262
258,23.1676
259,24.4252
260,21.2456
261,25.0276
262,23.3791
263,21.5398
264,22.0253
265,23.9472
266,22.2707
267,20.9401
268,22.4002
269,21.5104
270,22.3563
271,22.5235
272,21.0197
273,22.9623
274,21.7888
275,22.0814
276,25.7394
277,21.763
278,23.6409
279,21.7279
280,21.7306
281,21.0092
282,23.2459
283,22.0064
284,20.3115
285,24.0928
286,23.2852
287,22.8075
288,23.8737
289,22.4534
290,22.1792
291,21.9006
292,23.8629
293,22.4395
294,21.7569
295,22.1284
296,22.9572
297,23.9909
298,20.0449
299,21.4655
300,22.1897
301,24.1269
302,25.8427
303,20.4054
304,23.6368
305,22.1059
306,22.9753
307,22.6262
308,21.234
309,25.0455
310,21.0423
311,24.0307
312,21.7574
313,22.4425
314,20.7974
315,22.2491
316,20.7219
317,21.4153
318,20.0702
319,21.5032
320,22.4538
321,21.5751
322,26.009
323,24.6948
324,22.2794
325,21.5206
326,22.8203
327,22.9395
328,23.5643
329,21.8531
330,21.132
331,24.3951
332,19.1521
333,23.1792
334,20.3063
335,22.9072
336,25.9289
337,20.5315
338,21.1514
339,20.611
340,20.8756
341,20.8965
342,19.7758
343,18.8465
344,19.7208
345,20.4756
346,21.2599
347,20.6354
348,21.0154
349,18.7939
350,18.7466
351,22.2911
352,18.8522
353,20.0239
354,21.4505
355,26.0498
356,20.1142
357,18.8806
358,20.7942
359,21.6193
360,18.2343
361,19.7136
362,19.2211
363,21.9879
364,20.9073
365,18.7926
366,19.0526
367,18.3116
368,19.0386
369,19.5122
370,18.833
371,19.952
372,17.5949
373,18.5589
374,19.2042
375,17.1494
376,20.831
377,19.7842
378,16.3989
379,20.8949
380,18.0223
381,18.9527
382,17.0887
383,17.3171
384,18.3216
385,17.9316
386,17.2164
387,18.705
388,17.5595
389,24.3081
390,16.7664
391,17.8775
392,18.3029
393,25.6754
394,17.7307
395,16.2125
396,18.6738
397,16.8908
398,14.5369
399,18.3187
400,17.8649
401,16.7438
402,16.2287
403,17.5845
404,17.4898
405,17.4372
406,16.6084
407,15.0474
408,17.4159
409,17.2761
410,17.6085
411,17.082
412,15.5793
413,16.2891
414,17.9122
415,17.0568
416,16.1071
417,15.6236
418,15.8412
419,14.1749
420,14.8094
421,18.4324
422,15.3008
423,17.1519
424,17.159
425,17.9429
426,14.7977
427,13.4713
428,15.7102
429,14.7134
430,14.1593
431,15.8241
432,15.2902
433,16.3277
434,13.4872
435,14.024
436,15.0766
437,12.3671
438,15.7382
439,13.9715
440,14.3905
441,15.5875
442,13.0953
443,16.3594
444,14.2501
445,12.8444
446,13.563
447,12.2097
448,11.5669
449,13.7996
450,12.0156
451,12.9095
452,12.5174
453,14.1325
454,12.266
455,12.2793
456,14.0902
457,13.8548
458,11.7334
459,12.3584
460,12.3249
461,14.8179
462,13.3799
463,13.0257
464,13.974
465,13.693
466,13.1318
467,16.0965
468,13.8238
469,10.9091
470,13.4836
471,15.7237
472,14.7779
473,12.9022
474,11.268
475,13.1407
476,14.451
477,13.1644
478,14.1471
479,13.4746
480,13.8946
481,13.6365
482,14.1779
483,12.8121
484,13.3818
485,13.4662
486,12.3302
487,13.4923
488,12.1985
489,15.059
490,13.7915
491,14.2123
492,12.9393
493,14.052
494,13.416
495,13.9027
496,11.3274
497,14.2767
498,12.1007
499,12.0588
500,13.2713
501,12.404
502,13.2283
503,14.8513
504,12.4696
505,12.6233
506,12.645
507,13.7614
508,12.8339
509,13.3517
510,11.9476
511,12.0481
512,13.0487
513,11.6057
514,13.3279
515,11.2426
516,12.5676
517,11.7248
518,12.0431
519,12.7516
520,12.4797
521,12.5321
522,13.4946
523,12.6055
524,12.6565
525,11.2919
526,13.7431
527,12.8704
528,12.3588
529,12.5956
530,12.0746
531,13.5749
532,11.8164
533,12.3225
534,12.3842
535,12.5157
536,11.822
537,11.0394
538,12.0868
539,15.5275
540,12.6718
541,11.415
542,11.9173
543,12.3275
544,12.7405
545,12.9409
546,11.7081
547,12.3437
548,11.0645
549,10.7126
550,12.3255
551,13.0434
552,11.9701
553,11.769
554,10.9954
555,12.4769
556,13.9657
557,12.0939
558,10.8206
559,12.1989
560,11.6997
561,13.6256
562,11.2491
563,12.8045
564,10.7754
565,12.2442
566,12.7784
567,11.2302
568,11.9445
569,10.8059
570,13.1965
571,10.8383
572,12.0874
573,10.4557
574,10.5741
575,11.4
576,12.2972
577,12.9206
578,15.8645
579,12.1977
580,11.6999
581,11.6472
582,11.1018
583,10.9966
584,11.1983
585,10.8882
586,12.7493
587,11.1208
588,10.7219
589,10.4571
590,15.2054
591,13.6727
592,11.8442
593,10.6241
594,12.9478
595,11.1707
596,11.3331
597,12.547
598,9.89727
599,12.2244
600,15.2205
601,12.4358
602,11.1388
603,11.0929
604,11.6535
605,10.8176
606,10.8629
607,11.2467
608,11.7378
609,11.2344
610,11.1363
611,10.4013
612,13.9599
613,12.3299
614,12.0316
615,10.7923
616,10.8108
617,10.4254
618,11.0652
619,11.1718
620,10.7465
621,9.7711
622,11.6485
623,11.1943
624,11.4801
625,11.2878
626,11.0402
627,10.3572
628,11.9478
629,10.9931
630,10.0628
631,12.757
632,11.5182
633,10.1723
634,11.2694
635,11.4515
636,10.1954
637,12.6619
638,11.0454
639,11.3628
640,10.7588
641,11.3046
642,11.8299
643,11.3871
644,11.0283
645,11.6028
646,9.87632
647,11.6999
648,11.2498
649,10.8818
650,11.1803
651,11.6419
652,9.81901
653,10.8258
654,9.53657
655,11.6658
656,16.7681
657,10.5727
658,14.2956
659,10.7398
660,10.4143
661,11.0082
662,10.5859
663,10.9396
664,10.2684
665,10.1537
666,11.3
667,10.98
668,11.0691
669,10.8137
670,18.6989
671,12.6841
672,10.639
673,12.3016
674,11.0174
675,10.3199
676,10.8149
677,12.8997
678,11.0723
679,11.3646
680,11.355
681,9.98978
682,11.6897
683,10.7343
684,10.4491
685,10.0358
686,11.0276
687,13.3081
688,12.1996
689,11.2043
690,15.9962
691,10.9151
692,10.5979
693,10.4547
694,10.7046
695,11.1214
696,11.8842
697,11.9459
698,11.0152
699,11.2884
700,11.8814
701,12.1303
702,14.9403
703,10.8367
704,10.7029
705,10.0263
706,9.37093
707,12.2122
708,9.96625
709,12.1112
710,12.0571
711,11.0263
712,13.0326
713,13.3321
714,10.2659
715,10.4465
716,11.5749
717,11.4019
718,10.7188
719,10.7128
720,11.2921
721,11.0426
722,11.2172
723,10.5279
724,14.9875
725,10.4734
726,10.3917
727,10.6178
728,12.1938
729,10.4102
730,11.6575
731,10.6981
732,10.5334
733,11.0767
734,10.7648
735,10.7485
736,13.3939
737,10.1337
738,9.66711
739,11.7579
740,11.9307
741,10.7436
742,12.2975
743,11.6081
744,10.2226
745,11.3795
746,11.5136
747,10.615
748,19.9093
749,10.1153
750,11.0427
751,14.3489
752,11.0841
753,10.8398
754,9.88666
755,11.2502
756,11.8649
757,10.0031
758,10.4956
759,9.60405
760,9.46003
761,10.6557
762,10.5405
763,9.09252
764,9.63181
765,11.843
766,14.3315
767,9.45384
768,11.6733
769,10.6573
770,9.67037
771,10.6833
772,12.5643
773,11.2358
774,10.187
775,12.1497
776,9.66045
777,9.97572
778,11.3716
779,12.5643
780,10.1916
781,10.1127
782,11.2605
783,10.0744
784,9.6535
785,11.1875
786,9.7871
787,10.6276
788,10.1828
789,12.9757
790,11.4495
791,11.2247
792,10.1193
793,9.85851
794,10.2323
795,11.8972
796,11.0612
797,10.4617
798,9.73736
799,12.2112
800,11.4623
801,9.48521
802,11.1564
803,11.8346
804,10.7103
805,9.80047
806,9.89631
807,10.6278
808,11.0352
809,11.3449
810,11.5646
811,10.7214
812,14.03
813,10.6508
814,12.8773
815,10.5744
816,10.3099
817,9.5186
818,9.68288
819,11.5687
820,9.59017
821,10.1764
822,10.7187
823,10.0772
824,11.371
825,11.2139
826,10.3947
827,11.0014
828,10.2231
829,10.4581
830,8.96459
831,11.464
832,10.9716
833,9.69988
834,10.0053
835,10.6896
836,9.5601
837,13.7382
838,10.6577
839,9.75819
840,10.1069
841,9.26193
842,9.105
843,10.3679
844,12.2477
845,9.96953
846,10.2541
847,11.9918
848,10.2484
849,11.0435
850,9.69802
851,10.0648
852,9.2867
853,10.3871
854,9.16264
855,11.7565
856,8.74776
857,10.8555
858,8.92569
859,9.42424
860,9.41954
861,9.7089
862,8.78532
863,10.7639
864,8.83028
865,10.0914
866,12.8576
867,11.2485
868,10.099
869,10.7538
870,8.57874
871,9.85598
872,9.66875
873,11.1051
874,9.9731
875,9.11244
876,9.75549
877,11.324
878,10.2437
879,12.706
880,15.3825
881,10.6652
882,11.9221
883,10.3679
884,8.88611
885,7.97264
886,8.88143
887,9.60526
888,13.1649
889,9.96018
890,9.55913
891,10.5347
892,9.59483
893,10.7621
894,10.2661
895,9.18778
896,13.1437
897,10.2761
898,11.2402
899,9.87068
900,9.66863
901,10.1686
902,9.98585
903,9.37283
904,11.0392
905,9.825
906,10.0738
907,9.35215
908,8.68295
909,10.2871
910,9.59446
911,8.91227
912,10.3613
913,9.8476
914,10.1502
915,10.9461
916,11.1677
917,10.582
918,13.6098
919,9.64141
920,8.25974
921,9.27415
922,8.61229
923,10.2504
924,9.99577
925,10.8763
926,10.0511
927,9.27249
928,9.59389
929,11.48
930,9.77715
931,9.08614
932,11.1308
933,9.26236
934,8.84231
935,10.607
936,8.85151
937,9.78945
938,10.2593
939,7.97034
940,12.3764
941,10.7432
942,10.6843
943,10.9797
944,11.1594
945,10.2222
946,9.42075
947,9.38573
948,9.47123
949,13.4033
950,11.658
951,10.7761
952,9.68361
953,9.62088
954,8.87382
955,10.8321
956,10.0476
957,9.38735
958,8.85182
959,8.8789
960,8.80424
961,9.05019
962,11.274
963,13.3845
964,9.6628
965,9.74567
966,9.92389
967,10.3949
968,8.70865
969,9.52342
970,9.55289
971,10.5615
972,8.95701
973,8.52599
974,10.0367
975,9.83002
976,9.6788
977,8.70737
978,10.2971
979,9.01108
980,9.42622
981,11.2742
982,8.90615
983,9.97221
984,9.13567
985,9.14919
986,9.95968
987,8.92265
988,8.72055
989,10.343
990,10.0362
991,9.26494
992,9.55125
993,9.40955
994,8.9883
995,8.36701
996,9.24956
997,8.19908
998,8.58768
999,9.21992
1000,8.89639
1001,10.5204
1002,10.1596
1003,9.29192
1004,12.5692
1005,9.12104
1006,7.96947
1007,10.377
1008,10.494
1009,8.64408
1010,9.85489
1011,9.51122
1012,8.79319
1013,11.9415
1014,9.43341
1015,12.8162
1016,9.7572
1017,9.08895
1018,10.2426
1019,8.80676
1020,10.9837
1021,9.49528
1022,7.87529
1023,9.44635
1024,9.17035
1025,9.4662
1026,9.28604
1027,8.0455
1028,9.51742
1029,9.14879
1030,8.60695
1031,10.31
1032,9.82692
1033,11.6266
1034,9.05674
1035,9.64785
1036,9.50305
1037,11.0665
1038,8.81794
1039,9.03493
1040,9.53986
1041,9.18258
1042,10.1174
1043,8.61326
1044,10.1822
1045,8.12601
1046,10.6712
1047,8.59157
1048,10.0828
1049,9.37898
1050,9.67886
1051,10.2468
1052,10.2123
1053,8.53806
1054,9.66994
1055,9.19412
1056,8.78889
1057,10.7686
1058,10.7016
1059,8.88811
1060,9.33466
1061,9.66653
1062,10.4314
1063,9.74887
1064,8.84926
1065,12.3581
1066,10.0053
1067,9.40563
1068,9.91878
1069,9.37522
1070,8.78442
1071,9.17246
1072,8.79142
1073,9.34601
1074,9.0989
1075,10.2659
1076,8.75601
1077,8.95038
1078,8.74913
1079,9.29558
1080,8.02908
1081,7.87449
1082,9.29826
1083,8.6315
1084,8.84656
1085,10.2608
1086,9.45807
1087,8.61456
1088,8.39099
1089,11.1446
1090,8.71692
1091,10.1042
1092,8.60562
1093,9.95692
1094,10.6879
1095,7.62965
1096,8.17464
1097,7.53041
1098,9.00291
1099,12.7121
1100,8.40292
1101,8.17259
1102,8.49894
1103,9.29756
1104,8.87801
1105,8.53533
1106,9.80702
